Form,URL,Status
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040757/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040759/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040753/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039927/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039928/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039926/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039923/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039925/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039922/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039921/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039920/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039919/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039916/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039918/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039913/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039462/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039911/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122039907/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122035088/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000028/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122035084/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122035086/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000026/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122034828/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122032840/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122031323/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312522156291/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122030120/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919122025383/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000016/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003861/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003860/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000021/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003859/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003858/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003857/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003856/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003854/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003855/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000141588922003853/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000013/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312522087427/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021048/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021049/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021047/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021046/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021044/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021045/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021043/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021042/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021041/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021038/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021040/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122020979/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122021037/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122020975/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014332/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919122014989/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014328/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014319/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014315/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014305/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014324/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122013379/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122014302/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012792/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012791/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012793/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012794/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012790/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122012784/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122011453/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000010/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010300/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010284/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010297/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010286/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010278/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122010281/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009985/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009862/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009865/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009860/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009856/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009859/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009858/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000004/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122009855/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001735/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001738/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122004641/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001734/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001730/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001726/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001720/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001724/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001717/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122001714/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070060/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070061/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070058/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070059/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070056/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070055/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070053/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070049/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070038/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070043/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070050/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000057/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070052/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070044/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121066792/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070042/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121070046/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000055/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919121064126/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121061838/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000053/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121063438/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059523/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059503/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059514/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059510/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059519/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059517/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000040/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059501/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057453/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057436/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057434/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057435/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121059505/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057431/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057430/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057429/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057433/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057432/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057428/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057424/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057427/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057426/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121053311/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057045/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121056401/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121048959/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057423/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121057425/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121047780/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121048201/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045545/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121047600/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121047188/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000033/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045540/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045542/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045539/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045544/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045532/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045537/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121045535/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044501/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044502/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044498/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044497/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044499/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044562/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044496/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044495/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044500/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044494/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044489/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044492/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044484/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044485/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121044488/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121040301/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121042482/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121041448/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919121041463/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000028/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121038988/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121038594/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000023/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000025/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312521166654/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121028821/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919121027031/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000018/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121027807/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121027321/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025304/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025300/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025276/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025272/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025280/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025278/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025267/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025269/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121025265/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023058/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023057/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023055/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023052/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023054/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023053/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023051/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023048/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023047/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023049/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023050/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023046/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023045/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121021754/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121023044/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121020964/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121016194/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000015/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121016189/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000010/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121016198/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121016185/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121016182/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013898/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013894/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013890/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013885/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121011330/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013895/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121012821/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010875/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010876/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121013888/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010872/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010874/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010869/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121008911/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010866/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121009815/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121008910/,Failed (429)
±â0Â±âÛiå@=úŸó@!ß±â°¶Â±âP®Õ¢¸Ä:î@[à±âpµà±âpWè­•ÅÝŒÂ±â0ÖÀ±â4,https://www.sec.gov/Archives/edgar/data/731766/000120919121010868/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121008907/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121008908/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000002/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121008905/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176621000004/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002298/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919121004159/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002297/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002296/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002295/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002294/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002292/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002290/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002288/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002291/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919121002287/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312521002419/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064150/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064152/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064146/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064144/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064147/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064141/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064139/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064149/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064143/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064136/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064132/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064134/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064130/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064131/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120063265/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064129/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120064128/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120062779/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000060/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919120061823/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000058/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000056/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000053/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120057646/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120055934/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120056644/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053689/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000045/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053686/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053684/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120065574/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053677/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053678/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053682/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051946/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053680/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053674/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120053681/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051933/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051935/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051936/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051926/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051929/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051931/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051925/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051924/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051919/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051920/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051918/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051922/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051913/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120051912/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120048773/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120046942/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120046359/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120043479/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120043122/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120046943/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120043121/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000038/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040480/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040486/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040475/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040461/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040467/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040455/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040437/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040416/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040426/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040445/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040413/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040402/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040383/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040375/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120040396/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000034/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120034998/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312520145044/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120028526/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919120024836/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000022/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023407/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176620000020/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023405/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023404/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023399/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023398/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919120023397/,Failed (429)
